model,cv_scheme,rmse,score_100,mae,fit_seconds,n_folds
rf_improved,random_kfold,0.7611465836457373,92.38853416354263,0.48182623012572906,4.026630000007572,5
rf_improved,time_holdout,1.0677692780520358,89.32230721947964,0.7306306188609202,0.7990619000047445,1
